From	To
Q9UPU7	ENSG00000167202
Q8WU58	ENSG00000173065
Q9Y2P8	ENSG00000120158
Q13283	ENSG00000145907
P16519	ENSG00000125851
P48740-2	ENSG00000127241
Q8NC51-3	ENSG00000142864
P07902	ENSG00000213930
Q9Y4F1	ENSG00000152767
Q9NNW7	ENSG00000184470
Q99729-2	ENSG00000197451
Q9Y5W9	ENSG00000002919
A6NJ38	ENSG00000128805
Q15040	ENSG00000100221
Q5TCY1	ENSG00000146216
E7ES96	ENSG00000080815
Q9H0M0	ENSG00000123124
Q7Z478	ENSG00000067248
Q5TAP6	ENSG00000253797
Q8TF32	ENSG00000196705
Q07866-3	ENSG00000126214
Q9ULK5	ENSG00000162738
C9JJN0	ENSG00000163491
Q9BWW4	ENSG00000157216
Q8N883	ENSG00000142556
I3L2A3	ENSG00000103245
H0YL13	ENSG00000137766
Q96IT1	ENSG00000162714
H7BZU2	ENSG00000196498
Q13423	ENSG00000112992
Q9BRG2	ENSG00000125731
Q96IV0	ENSG00000151092
F8W0M7	ENSG00000166986
Q8N556-2	ENSG00000196526
Q5F1R6	ENSG00000168724
O15020	ENSG00000173898
O95772	ENSG00000010270
P08476	ENSG00000122641
Q9NR46	ENSG00000148341
Q8TF68	ENSG00000126746
Q8TEC5	ENSG00000156463
Q9UQE7	ENSG00000108055
Q9ULG1	ENSG00000128908
Q8N4J0	ENSG00000156017
Q8TBZ0	ENSG00000168491
P53803	ENSG00000147669
P52179	ENSG00000101605
O43677	ENSG00000109390
M0R1I2	ENSG00000011422
B1AKA9	ENSG00000112561
Q5SYC1	ENSG00000146352
H0YKB1	ENSG00000104067
P51654	ENSG00000147257
P31944	ENSG00000105141
Q8NEZ3	ENSG00000157796
Q96MT7	ENSG00000206530
Q6ZUU3	ENSG00000206262
Q86T65	ENSG00000146122
Q9NTK5-3	ENSG00000138430
Q9P2G9	ENSG00000145332
Q9NZT2	ENSG00000060491
Q9P2N6	ENSG00000114982
O60229	ENSG00000160145
Q2LD37	ENSG00000138688
P12931-2	ENSG00000197122
Q96A32	ENSG00000180209
Q02108	ENSG00000164116
Q9P2M7	ENSG00000143375
B5MEG9	ENSG00000047849
P24046	ENSG00000146276
Q8N461	ENSG00000127585
Q9Y2W7	ENSG00000115041
Q6PJG2	ENSG00000156030
O75843	ENSG00000213983
Q9UBT2	ENSG00000126261
Q14BN4-3	ENSG00000163681
H0YAR2	ENSG00000070756
Q5T0W9	ENSG00000168143
Q9Y5H3	ENSG00000253846
Q04206	ENSG00000173039
P04220	ENSG00000211899
Q96S15	ENSG00000127580
Q96G28	ENSG00000163001
E7EVX2	ENSG00000144674
P63172	ENSG00000146425
P40306	ENSG00000205220
Q86TU7	ENSG00000183576
Q86WU2	ENSG00000166816
Q13491-3	ENSG00000046653
Q09013	ENSG00000104936
Q9GZT3	ENSG00000119705
Q9BX63	ENSG00000136492
Q9UIL1	ENSG00000153130
Q9Y253	ENSG00000170734
Q9P2F6	ENSG00000137727
Q13126	ENSG00000099810
Q9H0S4	ENSG00000213782
Q9H477	ENSG00000171174
P10746	ENSG00000188690
Q9UJ37	ENSG00000070731
P13929	ENSG00000108515
Q9NRX6	ENSG00000215717
Q8NE71	ENSG00000204574
Q6P1X5	ENSG00000064313
O95990-3	ENSG00000168309
P12645	ENSG00000152785
P04440	ENSG00000215048
B0YJC5	ENSG00000026025
Q07666	ENSG00000121774
G3V5L1	ENSG00000125952
P46937-3	ENSG00000137693
Q8N697	ENSG00000139370
O14986	ENSG00000107242
O75899	ENSG00000136928
Q9NVQ4	ENSG00000158234
Q8NBX0	ENSG00000143653
Q9NYT6	ENSG00000167380
P07355	ENSG00000182718
C9JFC9	ENSG00000077063
Q9C0D7	ENSG00000149289
Q05586-3	ENSG00000176884
K7ERJ9	ENSG00000108479
H7C361	ENSG00000162585
E5RK69	ENSG00000197043
Q9C019	ENSG00000137384
Q7Z7L1	ENSG00000172716
H0YG48	ENSG00000052126
Q86UV5	ENSG00000090686
Q9NX31	ENSG00000132823
Q9UIQ6	ENSG00000113441
O14576	ENSG00000158560
Q8IX21	ENSG00000119906
Q6ZU15	ENSG00000154997
H3BNC4	ENSG00000185164
Q9BSE5	ENSG00000116771
O75312	ENSG00000109917
D6RC11	ENSG00000080822
I3L3H0	ENSG00000141179
P20962	ENSG00000159335
Q6ZUT1-3	ENSG00000150776
Q07954	ENSG00000123384
I3L2W1	ENSG00000072210
Q9BXX0	ENSG00000132205
A6NMD0	ENSG00000244242
P17405	ENSG00000166311
P40394	ENSG00000196344
P39656	ENSG00000244038
C9JU12	ENSG00000188687
P14625	ENSG00000166598
Q9HCK8	ENSG00000100888
D3DTX6	ENSG00000108819
B1B1F5	ENSG00000103148
Q86VD9	ENSG00000119227
Q9NPE3	ENSG00000182117
Q9BY21	ENSG00000138271
Q8NCK3	ENSG00000198298
Q8IV38	ENSG00000106524
Q9NVH2-4	ENSG00000143493
Q6BEB4	ENSG00000204335
O75152	ENSG00000058673
P52701	ENSG00000116062
Q96LD8	ENSG00000166192
Q6P1K2	ENSG00000160783
Q6P4H8	ENSG00000150756
Q9HBH0-2	ENSG00000139725
P08174	ENSG00000196352
Q86X02	ENSG00000109089
P78316	ENSG00000087269
Q9Y225	ENSG00000101236
E7ET15	ENSG00000163714
Q4VXM1	ENSG00000120254
E5RIA2	ENSG00000136960
C9JZ81	ENSG00000079246
P51153	ENSG00000143545
C9J2I1	ENSG00000114098
Q16658	ENSG00000075618
P42331	ENSG00000163219
Q8N0S2	ENSG00000171772
Q9NRY6	ENSG00000187838
Q05DH4	ENSG00000164142
Q9NPE2	ENSG00000182768
H0YC54	ENSG00000134014
O75832	ENSG00000101843
Q8TBY9	ENSG00000158023
P48378	ENSG00000087903
Q9BQG2	ENSG00000112874
Q8NFD5	ENSG00000049618
Q8IYL2-2	ENSG00000155275
Q96RP9	ENSG00000168827
Q7L2J0	ENSG00000146834
Q6UWX4	ENSG00000143512
J3QL92	ENSG00000168502
Q9NYJ8	ENSG00000055208
Q86U42	ENSG00000100836
Q99719	ENSG00000184702
Q9UN75	ENSG00000251664
Q69YW2	ENSG00000203685
P01266	ENSG00000042832
Q4VC44	ENSG00000059122
Q16719	ENSG00000115919
Q96B18	ENSG00000197380
Q9UJ41	ENSG00000154710
A0A087WWM6	ENSG00000100033
P40261	ENSG00000166741
Q8NCR0	ENSG00000162885
H3BQ54	ENSG00000179889
J3QS53	ENSG00000178927
Q06828	ENSG00000122176
C9K0J5	ENSG00000173166
Q8WYH8	ENSG00000168395
Q13465	ENSG00000085276
O60508	ENSG00000168438
Q5XUX0	ENSG00000103264
Q86VN1	ENSG00000136100
Q08AF3	ENSG00000166750
Q6XR72	ENSG00000196660
Q6ZUB1	ENSG00000177992
O60477	ENSG00000078725
B7Z1T1	ENSG00000182093
Q9H0U3	ENSG00000102158
Q5JR12	ENSG00000155367
F5GXD4	ENSG00000111679
Q9BSQ5	ENSG00000136280
I3L0N4	ENSG00000167695
Q8IWQ3	ENSG00000174672
Q9NS39-2	ENSG00000185736
Q8N9S7	ENSG00000165164
P35813-2	ENSG00000100614
Q9NSA3	ENSG00000178585
P13797	ENSG00000102024
Q9Y548	ENSG00000058799
Q9NTU7	ENSG00000054803
E9PPF2	ENSG00000105397
H0Y7T8	ENSG00000078053
Q8NEY4	ENSG00000143882
Q9NPR9	ENSG00000125734
Q5VZY9	ENSG00000133083
Q9NQ94-2	ENSG00000148584
Q16762	ENSG00000128311
Q6ZQQ2	ENSG00000214929
Q14746	ENSG00000135775
Q13424	ENSG00000101400
P06576	ENSG00000110955
Q9NPF4	ENSG00000092094
Q9UMX2	ENSG00000143450
P49023-2	ENSG00000089159
Q6ZVD7	ENSG00000165730
Q9BX46	ENSG00000112183
Q86WZ6	ENSG00000131115
Q7Z2T5	ENSG00000121486
P08684	ENSG00000160868
Q8N766	ENSG00000127463
P17480	ENSG00000108312
P18465	ENSG00000234745
J3QSX6	ENSG00000099204
Q6NUQ1	ENSG00000135249
H0YDF6	ENSG00000135540
P43243	ENSG00000015479
Q9BRH9	ENSG00000198169
Q15833	ENSG00000076944
P08294	ENSG00000109610
O60925	ENSG00000113068
Q5W133	ENSG00000165424
P43304	ENSG00000115159
Q86Y26	ENSG00000184507
P47897	ENSG00000172053
Q8N9L9	ENSG00000177465
Q16514	ENSG00000120656
Q9NV06-2	ENSG00000164934
J3QLM2	ENSG00000161526
O00267	ENSG00000196235
Q8N8Z6	ENSG00000164465
Q9H079	ENSG00000134152
M0R2H4	ENSG00000032444
B9A018	ENSG00000168883
Q96F86	ENSG00000179151
Q9NS61-8	ENSG00000120049
Q6IQ49	ENSG00000143751
P62256	ENSG00000186591
C9J9N5	ENSG00000110436
O00472	ENSG00000118985
Q96DC9	ENSG00000089723
Q03169	ENSG00000185215
Q9NPI6	ENSG00000272886
A0A096LNG8	ENSG00000216937
Q8NFH4	ENSG00000075188
Q8N7X4	ENSG00000176746
Q9NPD8	ENSG00000077152
Q7Z7J9	ENSG00000162545
C9JES8	ENSG00000115677
Q15147-4	ENSG00000101333
O95757	ENSG00000164070
P02671	ENSG00000171560
Q9NPJ8-3	ENSG00000101888
P00505-2	ENSG00000125166
P31321	ENSG00000188191
Q8N159	ENSG00000161653
H0YIA8	ENSG00000111052
P60033	ENSG00000110651
P82673	ENSG00000061794
Q8IUK5	ENSG00000161381
Q2TAM5	ENSG00000173039
P58658	ENSG00000166979
Q8IVF5-2	ENSG00000146426
P25398	ENSG00000112306
Q92896	ENSG00000090863
P13056	ENSG00000120798
Q9NSP4	ENSG00000100162
Q9P000-2	ENSG00000110442
Q6NT76	ENSG00000147421
Q8NGY1	ENSG00000198967
E9PMB4	ENSG00000167323
P46778	ENSG00000122026
Q9NRQ2	ENSG00000114698
Q13201	ENSG00000138722
C9IZ52	ENSG00000156973
O60762	ENSG00000000419
P56705	ENSG00000162552
Q9P227	ENSG00000273780
P32321	ENSG00000129187
Q9Y2H2	ENSG00000198825
F8WF69	ENSG00000122705
P42285	ENSG00000039123
F2Z306	ENSG00000166278
P51508	ENSG00000197779
V9GXZ4	ENSG00000259030
Q9P2T1	ENSG00000100938
J3QQX3	ENSG00000161513
P36551	ENSG00000080819
E9PF82	ENSG00000145349
Q9NRJ7	ENSG00000272674
Q5XG99-2	ENSG00000183060
C9JP35	ENSG00000196937
P62249	ENSG00000105193
Q4V9L6	ENSG00000183160
Q9NPL8	ENSG00000113845
P24666	ENSG00000143727
E9PNW5	ENSG00000181215
M0QZF9	ENSG00000142515
Q8HWS3	ENSG00000185002
Q2TAL6	ENSG00000188730
Q8WUP2	ENSG00000162458
P49588	ENSG00000090861
Q13009	ENSG00000156299
Q15642	ENSG00000125733
H7C0Z9	ENSG00000094631
Q86UE4	ENSG00000147649
Q9BV38	ENSG00000065268
Q9Y2Q9	ENSG00000147586
O94769	ENSG00000106823
O75818	ENSG00000124787
C9JFP8	ENSG00000162105
Q8IYS2	ENSG00000116685
Q8IZD4	ENSG00000151065
Q96PV0	ENSG00000227460
P62195	ENSG00000087191
Q14576	ENSG00000196361
P29401	ENSG00000163931
Q96J94	ENSG00000125207
Q9UHI5	ENSG00000092068
H7BZW9	ENSG00000163681
H0YMT1	ENSG00000171914
Q9UK22	ENSG00000116661
Q5T200-2	ENSG00000123200
Q9Y289	ENSG00000138074
Q8N8A6	ENSG00000185163
F8WDV4	ENSG00000125046
Q96D71	ENSG00000135597
O00429-2	ENSG00000087470
P51397	ENSG00000112977
P61160	ENSG00000138071
Q16204	ENSG00000108091
O94817	ENSG00000145782
Q93100	ENSG00000102893
Q7Z4H3	ENSG00000111906
Q8WYQ9	ENSG00000140948
A0A075B6K2	ENSG00000211667
Q9H4D0	ENSG00000158258
Q9Y6X3	ENSG00000129933
H0YF63	ENSG00000029363
B9A057	ENSG00000183513
Q96EE3-1	ENSG00000085415
P02747	ENSG00000159189
Q9BQE5	ENSG00000128335
G3XAE9	ENSG00000198718
Q8WWL2	ENSG00000204991
P16389	ENSG00000177301
P50750	ENSG00000136807
P62316	ENSG00000125743
Q13822-2	ENSG00000136960
P30485	ENSG00000234745
Q92538	ENSG00000107862
Q8N4C8-4	ENSG00000141503
Q8N145	ENSG00000168481
Q969G6	ENSG00000135002
Q9P2N5	ENSG00000091009
Q9BUP0	ENSG00000115468
P51991	ENSG00000170144
Q8IZV5	ENSG00000121039
Q14657	ENSG00000196976
O00584	ENSG00000026297
Q9BWH2	ENSG00000165775
Q6ZS17	ENSG00000039523
Q8TF44	ENSG00000183186
Q2KHM9	ENSG00000198920
H3BUF6	ENSG00000168488
Q9BPW9-4	ENSG00000073737
Q9UDY2-6	ENSG00000119139
Q9UH03-2	ENSG00000100167
P07998	ENSG00000129538
Q8IV61	ENSG00000152689
P13747	ENSG00000204592
O76082	ENSG00000197375
Q5VWT5	ENSG00000187889
H7C2A8	ENSG00000106397
P35716	ENSG00000176887
Q86UB9	ENSG00000166575
O75808	ENSG00000103326
A6PVI3	ENSG00000170935
Q8IW50	ENSG00000164970
Q63HM1	ENSG00000183077
Q9P2F5	ENSG00000173320
Q13263	ENSG00000130726
P51116	ENSG00000129245
Q99643	ENSG00000143252
Q86TX2	ENSG00000184227
O75061	ENSG00000116675
Q13319	ENSG00000171450
Q96EB6	ENSG00000096717
B7Z9X4	ENSG00000103034
Q5JTD0	ENSG00000137221
P35869	ENSG00000106546
Q643R3	ENSG00000176454
Q9H1C7	ENSG00000120306
A6NLW8	ENSG00000258873
F5GXE1	ENSG00000064115
P62847-4	ENSG00000138326
A2A2L5	ENSG00000022277
Q8N3X6	ENSG00000178177
Q9H115	ENSG00000125814
Q8WVM7	ENSG00000118007
A6NGE7	ENSG00000183463
A5PLN7	ENSG00000109794
A0AVI4	ENSG00000168936
Q7Z4L5	ENSG00000123607
D6RIC3	ENSG00000048162
C9JB34	ENSG00000130830
Q7Z7J7	ENSG00000156959
Q8WVN8	ENSG00000140367
Q9NXV2	ENSG00000167977
Q13610	ENSG00000136045
Q6P1N0	ENSG00000132024
Q86T96	ENSG00000164197
Q6F5E8-2	ENSG00000159753
O75054	ENSG00000143061
Q9BZI7	ENSG00000125351
Q05048	ENSG00000101138
P49916-2	ENSG00000005156
E9PQB7	ENSG00000172757
J3QRY6	ENSG00000127054
Q9ULJ8	ENSG00000158528
Q969Q1	ENSG00000158022
O94772	ENSG00000176956
P15559	ENSG00000181019
Q15904	ENSG00000071553
Q96PZ0	ENSG00000091127
P29400	ENSG00000188153
P57723	ENSG00000090097
Q9Y3R5	ENSG00000142197
P06753	ENSG00000143549
Q9Y4B4	ENSG00000164080
K7EQV2	ENSG00000105171
P48059	ENSG00000169756
Q9H8H0	ENSG00000130935
H0YLI7	ENSG00000157823
Q96CX2	ENSG00000178695
Q9UJT1	ENSG00000108423
Q96J92	ENSG00000126562
Q12979	ENSG00000159842
Q86UU0	ENSG00000186174
Q7L8A9	ENSG00000071246
P24387	ENSG00000145708
Q9NRD1	ENSG00000116663
P20936-2	ENSG00000145715
E7EWI0	ENSG00000187391
Q96EG3	ENSG00000152475
Q8N393	ENSG00000197362
Q9BWV2	ENSG00000145757
P16066	ENSG00000169418
Q9NYK1	ENSG00000196664
Q6UXF1	ENSG00000144868
H0Y9M4	ENSG00000178950
Q15349	ENSG00000071242
Q9NSE4	ENSG00000067704
P06746	ENSG00000070501
G3V599	ENSG00000150527
Q8WV99	ENSG00000158552
Q99988	ENSG00000130513
P61224-4	ENSG00000127314
P09488	ENSG00000134184
A6NK06	ENSG00000102794
Q8N4S0	ENSG00000149231
Q9Y238	ENSG00000008226
P49815	ENSG00000103197
Q9NWX5	ENSG00000148331
B5MCU0	ENSG00000179912
O15240	ENSG00000128564
H7C5B7	ENSG00000114098
O75251	ENSG00000115286
O75925	ENSG00000033800
P42345	ENSG00000198793
P09471	ENSG00000087258
P62491	ENSG00000103769
A0A087WZF6	ENSG00000275066
Q5TDH0	ENSG00000197312
O00330	ENSG00000110435
P61968	ENSG00000143013
Q5T4F4-2	ENSG00000155256
Q9UJX6	ENSG00000176248
E9PRJ3	ENSG00000177697
Q9H6R3	ENSG00000111058
Q9NY47	ENSG00000007402
P01876	ENSG00000211895
Q08945	ENSG00000149136
Q6UX65	ENSG00000156171
Q9Y3A2	ENSG00000183520
P63267	ENSG00000163017
P34932	ENSG00000170606
Q05397	ENSG00000169398
Q92506	ENSG00000112474
M0R031	ENSG00000105402
Q8WWC4	ENSG00000162972
P13804	ENSG00000140374
Q9HB63	ENSG00000074527
P56975	ENSG00000185737
C9JEB9	ENSG00000161267
Q9UHX1	ENSG00000179950
Q96IU2	ENSG00000132846
P29372	ENSG00000103152
Q6MZP7	ENSG00000189308
P48553	ENSG00000160218
Q8TD91	ENSG00000165509
Q5FVE4	ENSG00000130377
Q14534	ENSG00000104549
Q8WXB4	ENSG00000166704
Q9Y272	ENSG00000108551
Q86XN7	ENSG00000120685
P51801	ENSG00000184908
Q9Y5U2	ENSG00000184281
A0A087WYX1	ENSG00000160310
Q9BVC4	ENSG00000167965
Q9UPU5	ENSG00000162402
F8WAX2	ENSG00000120265
Q8WUX2	ENSG00000143942
Q66GS9	ENSG00000174799
P46926	ENSG00000113552
C9JJD0	ENSG00000204843
Q99250-2	ENSG00000136531
F8VYH7	ENSG00000136051
Q6ZTY8	ENSG00000188596
Q9P2J5	ENSG00000133706
F5H0Q6	ENSG00000104859
A6NFQ2	ENSG00000170379
P29373	ENSG00000143320
Q9BVS5	ENSG00000171103
Q13123	ENSG00000113141
Q9H0C2	ENSG00000151475
Q6UXG2	ENSG00000116299
P10243	ENSG00000185697
P15311	ENSG00000092820
Q6ZVT0	ENSG00000162571
G3V4G9	ENSG00000258728
Q9BXM9	ENSG00000106701
P32926	ENSG00000134757
Q8NFH8	ENSG00000169891
Q7Z5L2-3	ENSG00000166024
P98194	ENSG00000017260
O75528	ENSG00000171148
A0A087WT35	ENSG00000276293
Q0ZLH3	ENSG00000204311
O75074	ENSG00000130881
O15031	ENSG00000196576
Q9Y5E9	ENSG00000120327
Q5SW79-2	ENSG00000143702
P08697	ENSG00000167711
P07942	ENSG00000091136
P57775	ENSG00000107829
P68106	ENSG00000119782
Q9NP59	ENSG00000138449
Q9NQW5	ENSG00000126856
Q15652	ENSG00000171988
H0Y4X3	ENSG00000131051
F5H5P2	ENSG00000255730
Q9BXV9	ENSG00000170270
Q96DI7	ENSG00000060688
Q9Y5E2	ENSG00000113212
Q96AP4	ENSG00000153975
P17676	ENSG00000172216
Q9UNW1	ENSG00000107789
O60443	ENSG00000105928
P18031	ENSG00000196396
Q9H4F8	ENSG00000198732
Q8NFR7	ENSG00000153237
C9JHU6	ENSG00000118961
P02786	ENSG00000072274
P30291	ENSG00000166483
Q6ZMV5	ENSG00000224960
Q6ZW31	ENSG00000105137
Q14019	ENSG00000103187
Q14103-3	ENSG00000138668
O15553	ENSG00000103313
M0R0M1	ENSG00000104833
P29972	ENSG00000240583
O00233	ENSG00000110801
P36957	ENSG00000119689
P46783	ENSG00000124614
Q96NB1	ENSG00000133393
H3BSB2	ENSG00000050820
Q5R372	ENSG00000152061
Q14565	ENSG00000100206
Q05682	ENSG00000122786
H0YNE7	ENSG00000140285
Q9HCH0	ENSG00000167566
Q00872-10	ENSG00000196091
P02751	ENSG00000115414
Q14191	ENSG00000165392
Q8N5C1	ENSG00000178033
Q2VY69	ENSG00000186026
Q13368	ENSG00000161647
Q9NQZ6	ENSG00000126970
B4DIE3	ENSG00000166479
Q15911	ENSG00000140836
P16112	ENSG00000157766
Q8WVM8-2	ENSG00000092108
Q96RT1-9	ENSG00000112851
P35232	ENSG00000167085
E9PKD4	ENSG00000183793
A0A075B6I9	ENSG00000211649
Q8N8L6	ENSG00000175414
P43652	ENSG00000079557
P48449	ENSG00000160285
Q2V2M9-4	ENSG00000134775
P04004	ENSG00000109072
D6RBZ8	ENSG00000153113
F5H3G1	ENSG00000111358
Q96I99	ENSG00000172340
P04233	ENSG00000019582
Q9GZT9	ENSG00000135766
P13232	ENSG00000104432
Q86UR5-13	ENSG00000079841
Q13522	ENSG00000135447
Q9H8M5	ENSG00000148842
Q9UIH9	ENSG00000163884
A0A087WZQ5	ENSG00000153208
Q86W25	ENSG00000173572
Q9BX10	ENSG00000172432
O60506	ENSG00000135316
Q69YU5	ENSG00000204954
P06730	ENSG00000151247
Q9GZX3	ENSG00000183196
Q9Y255	ENSG00000169230
P84022	ENSG00000166949
Q9UK23	ENSG00000103174
H3BUC8	ENSG00000140848
Q9BV35-3	ENSG00000125648
E9PJY3	ENSG00000166004
Q9UJA3	ENSG00000125885
O14602	ENSG00000198692
O94993	ENSG00000039600
H7C1R1	ENSG00000147394
Q15366	ENSG00000197111
Q15025-5	ENSG00000145901
F8W7G9	ENSG00000116062
Q2TAK8	ENSG00000160953
Q9UHI6	ENSG00000064703
Q96IQ9	ENSG00000133250
P35080-2	ENSG00000070087
Q9UBF2	ENSG00000158623
H0Y2M6	ENSG00000103249
Q9C026	ENSG00000100505
B4DJ07	ENSG00000182473
Q9NZN5-2	ENSG00000196914
E9PJ04	ENSG00000087365
O00186	ENSG00000116266
Q6NUP7	ENSG00000119698
Q9BYK8	ENSG00000130589
Q9Y250	ENSG00000061337
P35268	ENSG00000116251
Q9UBK9	ENSG00000126756
O14735	ENSG00000103502
Q8NCR3	ENSG00000166323
F5GY15	ENSG00000110906
Q7L1W4	ENSG00000171492
O43709	ENSG00000071462
G3V213	ENSG00000004455
Q9NQC1	ENSG00000043143
P04196	ENSG00000113905
Q969G2	ENSG00000121454
P29590	ENSG00000140464
Q13976	ENSG00000185532
Q9UHF7	ENSG00000104447
Q6P161	ENSG00000183617
Q96EE3	ENSG00000085415
Q9BY41	ENSG00000147099
Q9NWZ3	ENSG00000198001
Q9UPR3	ENSG00000198952
O15034	ENSG00000060709
Q68CR7	ENSG00000188993
O00628	ENSG00000112357
O95684	ENSG00000213066
Q9BWF3	ENSG00000173933
O76062	ENSG00000149809
O75127	ENSG00000106246
Q9NQS1	ENSG00000169857
Q9Y399	ENSG00000122140
O60678	ENSG00000185238
P29474	ENSG00000164867
Q86YS3	ENSG00000131242
Q6IQ20	ENSG00000161048
H7C4C4	ENSG00000107651
Q01094	ENSG00000101412
C9JEJ2	ENSG00000161217
Q99569	ENSG00000144283
P24468	ENSG00000185551
Q8NB78	ENSG00000165097
O00628-2	ENSG00000112357
P62875	ENSG00000177700
Q9BYC5	ENSG00000033170
P54687	ENSG00000060982
Q9NQ48	ENSG00000163818
Q99661	ENSG00000142945
B1AJR9	ENSG00000196090
O94766	ENSG00000149541
K7EJC8	ENSG00000108587
J3KRN1	ENSG00000099810
Q04609-8	ENSG00000086205
Q9Y5Q5	ENSG00000145244
Q13748	ENSG00000198033
E5RGX8	ENSG00000164808
P01773	ENSG00000270550
A4D1S0	ENSG00000188883
B2RXH8	ENSG00000275774
Q92997	ENSG00000161202
Q92750	ENSG00000141384
P62253	ENSG00000132388
Q99700	ENSG00000204842
Q9BUT1	ENSG00000164039
Q53GL7	ENSG00000178685
P42680	ENSG00000135605
P02795	ENSG00000125148
P78504	ENSG00000101384
P0DMM9	ENSG00000261052
Q96F15	ENSG00000196329
Q9UL16	ENSG00000213085
P48549	ENSG00000162989
P17028	ENSG00000172466
E7ESA8	ENSG00000105618
A6NFQ2-3	ENSG00000170379
Q14789	ENSG00000173230
P20700	ENSG00000113368
Q96DR7	ENSG00000114790
Q9Y4L1	ENSG00000149428
Q9NV92	ENSG00000102471
Q14332	ENSG00000180340
Q15283	ENSG00000155903
O75354	ENSG00000197586
Q9H237	ENSG00000102312
O60687	ENSG00000102359
O00418	ENSG00000103319
Q587J8	ENSG00000203908
Q14814	ENSG00000116604
Q9BW62	ENSG00000102781
P49789	ENSG00000189283
P53992	ENSG00000176986
P06748	ENSG00000181163
Q9Y664	ENSG00000118162
Q8N271	ENSG00000155066
I3L3S6	ENSG00000141255
H0Y8Y2	ENSG00000145362
Q711Q0	ENSG00000177354
O95990	ENSG00000168309
O75355	ENSG00000168032
Q6YN16	ENSG00000119471
Q9NQC8	ENSG00000118096
Q8WW43	ENSG00000138613
Q9BQA1	ENSG00000116455
P84550-2	ENSG00000188779
Q9Y272-2	ENSG00000108551
Q5RGS4	ENSG00000107679
Q9Y6V0-5	ENSG00000186472
Q5TI65	ENSG00000060762
E7EUP0	ENSG00000150471
Q8NEB9	ENSG00000078142
A4FU49	ENSG00000214193
O75881	ENSG00000172817
Q96N46	ENSG00000163728
Q9H3T3	ENSG00000167680
Q92541	ENSG00000137815
E7ERD7	ENSG00000164398
Q96A65	ENSG00000131558
O14653	ENSG00000108433
O60313-2	ENSG00000198836
Q9P217	ENSG00000162415
Q16637	ENSG00000172062
P48960	ENSG00000123146
O15235	ENSG00000128626
Q9BSK4	ENSG00000141965
O75112-4	ENSG00000122367
K7ENT7	ENSG00000126562
Q9NRG9	ENSG00000094914
A6NGH8	ENSG00000157999
Q14160	ENSG00000180900
O15554	ENSG00000104783
H0YM31	ENSG00000100889
C9JTJ8	ENSG00000166401
H7C5N2	ENSG00000144834
R4GND3	ENSG00000139289
Q7Z3T8	ENSG00000039319
Q93045	ENSG00000104435
Q9HB40	ENSG00000121064
Q8TAQ2-2	ENSG00000139613
Q8NAV1	ENSG00000134748
P13521	ENSG00000171951
Q9H1Z8	ENSG00000119147
X6R5W5	ENSG00000137145
P04180	ENSG00000213398
O75342	ENSG00000179477
Q99697-2	ENSG00000164093
Q99685	ENSG00000074416
Q8IWA4-2	ENSG00000171109
Q8TAP6	ENSG00000101624
Q9UBP0-2	ENSG00000021574
Q9NQX4	ENSG00000128833
H0YI32	ENSG00000136021
Q96FQ6	ENSG00000188643
Q9Y376	ENSG00000135932
Q9H8W4	ENSG00000175895
P06396	ENSG00000148180
B8ZZZ0	ENSG00000198130
P61981	ENSG00000170027
F5H226	ENSG00000256269
Q9UPV9	ENSG00000182606
K7ELL7	ENSG00000130175
J3KSA7	ENSG00000134046
Q9H305	ENSG00000089486
F8WEB2	ENSG00000175497
Q5W111	ENSG00000123178
M0QYX1	ENSG00000178980
H0YJG4	ENSG00000100888
Q9BXF6	ENSG00000135631
O60315	ENSG00000169554
Q9NZJ5	ENSG00000172071
E5RGR7	ENSG00000104320
Q8NE35-2	ENSG00000107864
H7BZV4	ENSG00000182196
B8ZZF3	ENSG00000141979
Q8IXJ6	ENSG00000068903
A7MD48	ENSG00000139767
Q05193-3	ENSG00000106976
Q6ZU64	ENSG00000181378
Q9H0U6	ENSG00000112110
Q9UDY8	ENSG00000172175
Q92932	ENSG00000155093
Q8NGU9	ENSG00000178015
A6NGQ3	ENSG00000154358
Q96NS5	ENSG00000161664
U3KQP1	ENSG00000286165
P47974	ENSG00000152518
Q8N3G9	ENSG00000166448
Q9UN74	ENSG00000204967
P40197	ENSG00000178732
P18124	ENSG00000147604
Q9UH90	ENSG00000163833
Q8WWX8	ENSG00000158865
Q9UJW7	ENSG00000278318
Q14940	ENSG00000135740
O94953	ENSG00000127663
P52803	ENSG00000184349
Q8N6M3	ENSG00000197296
Q8N9S9	ENSG00000174226
O14926	ENSG00000186765
P27169	ENSG00000005421
P28715	ENSG00000134899
Q9Y2G9	ENSG00000064932
Q9UN67	ENSG00000120324
P01598	ENSG00000243466
Q9UHP9	ENSG00000091482
Q96L94	ENSG00000157734
Q6WRI0	ENSG00000152580
Q14449	ENSG00000115290
Q9BYX2	ENSG00000095383
A5D8W1	ENSG00000105792
P18846	ENSG00000123268
F8VYY1	ENSG00000135446
P54368	ENSG00000104904
O15016	ENSG00000166436
Q8TAT6-2	ENSG00000182446
Q16787	ENSG00000053747
Q8N4M1	ENSG00000143036
P10916	ENSG00000111245
Q96MH6	ENSG00000167904
O75607	ENSG00000107833
Q16621	ENSG00000123405
